Country Group,Country,indicator code,ISO,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY,latitude,longitude
Emerging Africa ,Burkina Faso,NID_NGDP,BFA,Total investment,Percent of GDP,,Source: National Statistics Office. The ministry of economy also provides estimates Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2023,26,23,25,15,2021.0,12.238333,-1.561593
Emerging Africa ,Burkina Faso,PCPIPCH,BFA,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-3,2,4,14,2022.0,12.238333,-1.561593
Emerging Africa ,Burkina Faso,LP,BFA,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2020 Primary domestic currency: CFA franc Data last updated: 09/2023,21,22,22,23,2020.0,12.238333,-1.561593
Emerging Africa ,Burundi,NGDPPC,BDI,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",482223,497734,540649,632611,2021.0,-3.373056,29.918886
Emerging Africa ,Burundi,NGDPDPC,BDI,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",261,260,274,311,2021.0,-3.373056,29.918886
Emerging Africa ,Burundi,PPPEX,BDI,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",615,644,668,739,2022.0,-3.373056,29.918886
Emerging Africa ,Burundi,NID_NGDP,BDI,Total investment,Percent of GDP,,Source: National Statistics Office. National Statistics Office / World Bank. World Bank estimates from 2012 onwards. Latest actual data: 2022. World Bank estimates used 2012-2019. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Burundi franc Data last updated: 09/2023,19,20,22,23,2022.0,-3.373056,29.918886
Emerging Africa ,Burundi,PCPIPCH,BDI,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-1,7,8,19,2022.0,-3.373056,29.918886
Emerging Africa ,Burundi,LP,BDI,Population,Persons,Millions,Source: Other Latest actual data: 2021 Primary domestic currency: Burundi franc Data last updated: 09/2023,12,12,12,13,2021.0,-3.373056,29.918886
Emerging Africa ,Cameroon,NGDPPC,CMR,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",898258,884751,924093,988378,2022.0,7.369722,12.354722
Emerging Africa ,Cameroon,NGDPDPC,CMR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1533,1539,1667,1588,2022.0,7.369722,12.354722
Emerging Africa ,Cameroon,PPPEX,CMR,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",230,228,226,223,2022.0,7.369722,12.354722
Emerging Africa ,Cameroon,NID_NGDP,CMR,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 2016. GDP and components are derived using chained price volumes - components are non-additive Primary domestic currency: CFA franc Data last updated: 09/2023",19,18,18,18,2022.0,7.369722,12.354722
Emerging Africa ,Cameroon,PCPIPCH,CMR,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,2,2,6,2022.0,7.369722,12.354722
Emerging Africa ,Cameroon,LP,CMR,Population,Persons,Millions,Source: Estimates from UN Population Prospects Latest actual data: 2022 Primary domestic currency: CFA franc Data last updated: 09/2023,26,27,27,28,2022.0,7.369722,12.354722
Emerging Africa ,Central African Republic,NGDPPC,CAF,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",281310,284210,291067,305572,2021.0,6.611111,20.939444
Emerging Africa ,Central African Republic,NGDPDPC,CAF,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",480,494,525,491,2021.0,6.611111,20.939444
Emerging Africa ,Central African Republic,PPPEX,CAF,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",286,287,284,283,2021.0,6.611111,20.939444
Emerging Africa ,Central African Republic,NID_NGDP,CAF,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2023,15,19,16,15,2021.0,6.611111,20.939444
Emerging Africa ,Central African Republic,PCPIPCH,CAF,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,1,4,6,2022.0,6.611111,20.939444
Emerging Africa ,Central African Republic,LP,CAF,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2022 Primary domestic currency: CFA franc Data last updated: 08/2023,5,5,5,5,2022.0,6.611111,20.939444
Emerging Africa ,Chad,NGDPPC,TCD,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",403867,376396,386326,432331,2019.0,15.454166,18.732207
Emerging Africa ,Chad,NGDPDPC,TCD,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",689,655,697,695,2019.0,15.454166,18.732207
Emerging Africa ,Chad,PPPEX,TCD,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",243,235,241,251,2021.0,15.454166,18.732207
Emerging Africa ,Chad,NID_NGDP,TCD,Total investment,Percent of GDP,,Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2023,23,23,22,19,2021.0,15.454166,18.732207
Emerging Africa ,Chad,PCPIPCH,TCD,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-1,4,-1,6,2021.0,15.454166,18.732207
Emerging Africa ,Chad,LP,TCD,Population,Persons,Millions,Source: United Nations World Population Prospects (2019) Latest actual data: 2019 Primary domestic currency: CFA franc Data last updated: 08/2023,16,16,17,17,2019.0,15.454166,18.732207
Emerging Africa ,Comoros,NGDPPC,COM,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",597494,585082,579884,604226,2021.0,-11.875001,43.872219
Emerging Africa ,Comoros,NGDPDPC,COM,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1360,1357,1395,1294,2021.0,-11.875001,43.872219
Emerging Africa ,Comoros,PPPEX,COM,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",192,191,183,180,2021.0,-11.875001,43.872219
Emerging Africa ,Comoros,NID_NGDP,COM,Total investment,Percent of GDP,,Source: National Statistics Office. National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Comorian franc Data last updated: 08/2023,16,18,17,12,2021.0,-11.875001,43.872219
Emerging Africa ,Comoros,PCPIPCH,COM,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4,1,0,12,2021.0,-11.875001,43.872219
Emerging Africa ,Comoros,LP,COM,Population,Persons,Millions,Source: IMF Staff Estimates. Latest census was 2003 Latest actual data: 2021 Primary domestic currency: Comorian franc Data last updated: 08/2023,1,1,1,1,2021.0,-11.875001,43.872219
Emerging Africa ,Ghana,LP,GHA,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Notes: Data cannot be confirmed by national sources at this time. Primary domestic currency: Ghanaian cedi Data last updated: 09/2023,30,31,31,32,2022.0,7.946527,-1.023194
Emerging Africa ,Ghana,NGDPPC,GHA,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11819,12734,14706,19021,2022.0,7.946527,-1.023194
Emerging Africa ,Ghana,NGDPDPC,GHA,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2266,2275,2535,2252,2022.0,7.946527,-1.023194
Emerging Africa ,Ghana,PPPEX,GHA,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,3,2022.0,7.946527,-1.023194
Emerging Africa ,Ghana,NID_NGDP,GHA,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Ghanaian cedi Data last updated: 09/2023,19,18,17,16,2022.0,7.946527,-1.023194
Emerging Africa ,Ghana,PCPIPCH,GHA,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7,10,10,32,2022.0,7.946527,-1.023194
Emerging Africa ,Equatorial Guinea,NGDPPC,GNQ,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4895487,4049508,4684652,4898941,2015.0,1.650801,10.267895
Emerging Africa ,Equatorial Guinea,NGDPDPC,GNQ,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8355,7035,8448,7854,2015.0,1.650801,10.267895
Emerging Africa ,Equatorial Guinea,PPPEX,GNQ,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",253,225,258,252,2021.0,1.650801,10.267895
Emerging Africa ,Equatorial Guinea,NID_NGDP,GNQ,Total investment,Percent of GDP,,"Source: Ministry of Economy and/or Planning. Ministry of Economy, Planning, and Public Investment, and Banque des Etats de l'Afrique Centrale (Central Bank) Latest actual data: 2021 Notes: Since 2006, IMF staff have estimated real GDP growth from hydrocarbon production and investment data and the government expenditure. The national authorities are considering the adoption of the IMF staff estimates. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2023",11,5,5,14,2021.0,1.650801,10.267895
Emerging Africa ,Equatorial Guinea,PCPIPCH,GNQ,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1,5,0,5,2022.0,1.650801,10.267895
Emerging Africa ,Equatorial Guinea,LP,GNQ,Population,Persons,Millions,Source: Population series is based on United Nations (UN) estimates. The last national census was conducted in 2015. Population figures used by the country authorities differ substantially from the UN estimates. Latest actual data: 2015 Notes: Population series is based on United Nations (UN) estimates. The last national census was conducted in 2015. Population figures used by the country authorities differ substantially from the UN estimates. Primary domestic currency: CFA franc Data last updated: 09/2023,1,1,1,1,2015.0,1.650801,10.267895
Emerging Africa ,Gabon,LP,GAB,Population,Persons,Millions,Source: National Statistics Office. In close cooperation with World Bank and country authorities. Latest actual data: 2015 Primary domestic currency: CFA franc Data last updated: 09/2023,2,2,2,2,2015.0,-0.803689,11.609444
Emerging Africa ,Gabon,NGDPPC,GAB,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4737785,4182088,5252031,6081643,2015.0,-0.803689,11.609444
Emerging Africa ,Gabon,NGDPDPC,GAB,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8087,7276,9476,9771,2015.0,-0.803689,11.609444
Emerging Africa ,Gabon,PPPEX,GAB,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",291,262,314,334,2021.0,-0.803689,11.609444
Emerging Africa ,Gabon,NID_NGDP,GAB,Total investment,Percent of GDP,,Source: Ministry of Economy and/or Planning Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 09/2023,32,30,32,31,2021.0,-0.803689,11.609444
